Loyalty_Card,Implied_Gender,Residence_Type,Age,Discount_Prg,Celebrated_Valentines,Pregnancy_Test,Birth_Control,Feminine_Hygiene,ThanksGiving_Shopping,Number_Shopping_trips,Folic_Acid,Prenatal_Vitamins,Prenatal_Yoga,Body_Pillow,Ginger_Ale,Nausea_tablets,Stopped_buying_ciggies,Cigarettes,Smoking_Cessation,Stopped_buying_wine,Wine,Maternity_Clothes,PREGNANT
WalG845450,Female,Home,42,No,No,No,No,No,No,60,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845450,Male,Home,75,No,No,No,Yes,No,No,43,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845452,Unknown,Home,47,No,No,No,No,No,No,35,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845452,Male,PO Box,60,No,No,No,No,Yes,No,54,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845453,Female,Apartment,69,No,No,No,No,Yes,No,80,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845453,Female,Apartment,40,No,No,No,No,No,Yes,82,No,Yes,No,No,No,No,No,No,No,No,No,No,No
WalG845453,Male,Apartment,61,No,No,No,Yes,No,No,41,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845453,Male,Apartment,63,No,No,No,No,No,No,32,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845454,Male,Apartment,61,No,No,No,Yes,Yes,No,78,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845454,Male,Home,76,No,No,No,No,No,No,53,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845454,Male,Home,68,No,No,No,No,No,No,80,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845454,Unknown,Apartment,51,No,No,Yes,No,No,Yes,75,No,Yes,No,No,No,No,No,No,No,No,No,No,No
WalG845455,Male,Apartment,28,No,No,No,Yes,Yes,No,35,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845455,Female,Apartment,46,No,No,No,No,No,No,96,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845457,Male,Apartment,75,No,No,No,Yes,No,No,54,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845457,Male,Apartment,76,No,No,No,No,No,No,43,No,No,No,No,Yes,No,No,No,No,No,No,No,No
WalG845458,Female,Apartment,52,No,No,No,No,No,No,70,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845458,Male,Home,25,No,No,No,No,Yes,No,93,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845459,Female,PO Box,47,No,No,No,Yes,No,No,81,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845459,Male,Apartment,62,Yes,Yes,No,No,Yes,No,37,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
WalG845470,Male,Apartment,64,No,No,No,Yes,No,Yes,70,No,Yes,No,No,No,No,No,No,No,No,No,No,No
WalG845470,Male,Apartment,22,No,No,No,No,Yes,No,89,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845472,Female,Home,57,No,No,No,No,No,No,28,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845472,Male,Home,46,No,No,No,Yes,No,No,42,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845473,Male,Apartment,72,No,No,No,No,Yes,No,100,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845473,Male,Home,69,No,No,No,No,No,No,37,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
WalG845473,Male,Apartment,23,No,No,No,No,No,No,67,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845473,Male,Apartment,72,No,No,No,No,No,No,84,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845474,Female,Apartment,48,No,No,No,No,No,No,85,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845474,Female,Home,47,No,No,No,No,No,No,45,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845474,Male,Apartment,51,No,No,No,No,No,No,76,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845474,Female,Apartment,65,No,No,No,Yes,No,No,79,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845475,Female,PO Box,78,No,Yes,No,No,Yes,No,45,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No
WalG845475,Female,Apartment,35,No,No,No,No,No,No,44,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845477,Male,Apartment,50,No,No,No,Yes,Yes,No,64,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845477,Female,Apartment,44,No,No,No,No,Yes,No,76,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845478,Male,Apartment,51,No,No,No,No,No,No,87,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845478,Male,Home,26,No,No,No,No,No,No,38,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No
WalG845479,Male,Home,38,No,No,No,No,No,No,31,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845479,Unknown,Home,57,No,No,Yes,Yes,No,No,59,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845480,Male,PO Box,76,No,No,No,No,No,No,76,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845480,Female,Apartment,51,No,No,No,No,Yes,No,48,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845482,Female,Apartment,49,No,No,No,No,Yes,No,29,No,No,No,Yes,No,No,No,No,No,No,Yes,No,No
WalG845482,Female,Home,38,No,No,No,Yes,No,No,95,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845483,Female,Apartment,46,No,No,No,No,Yes,No,55,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845483,Female,Home,71,No,No,No,Yes,Yes,No,68,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845483,Male,Home,29,No,No,No,No,No,No,77,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845483,Unknown,Home,32,No,No,No,Yes,No,No,47,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845484,Male,Home,66,No,No,No,Yes,No,No,56,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845484,Unknown,Apartment,46,No,No,No,Yes,No,No,91,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845484,Male,Apartment,67,No,No,No,No,No,No,91,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845484,Male,Home,22,No,No,No,Yes,No,No,35,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845485,Female,Apartment,57,No,No,No,Yes,No,No,73,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845485,Male,Apartment,77,No,No,No,No,No,No,47,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845487,Female,PO Box,32,No,No,No,No,No,No,38,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845487,Female,Home,35,No,No,No,Yes,Yes,No,45,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845488,Female,Apartment,68,No,No,No,No,No,No,84,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No
WalG845488,Male,Home,69,No,No,No,No,Yes,No,31,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845489,Unknown,Home,41,No,No,No,No,No,No,34,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845489,Female,Apartment,62,No,No,No,No,Yes,No,73,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845490,Male,Apartment,61,No,No,No,No,No,No,58,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845490,Unknown,Home,63,No,No,No,No,No,No,60,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845492,Male,Home,51,No,No,No,No,No,No,83,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845492,Male,Home,35,No,No,No,No,No,No,86,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845493,Male,Apartment,64,No,No,No,No,Yes,No,88,No,No,No,No,No,Yes,No,No,No,No,No,No,No
WalG845493,Male,Home,43,No,No,No,No,No,No,37,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845493,Unknown,Home,69,No,No,No,No,No,No,94,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845493,Female,PO Box,75,No,No,No,No,No,No,103,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845494,Male,Home,25,No,No,No,No,No,No,34,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845494,Unknown,Home,24,No,No,No,No,No,No,51,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845494,Female,Home,33,No,No,No,Yes,No,No,69,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845494,Female,Apartment,66,No,No,No,No,No,No,58,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845495,Female,Apartment,33,No,No,No,No,No,No,90,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845495,Female,PO Box,39,No,No,No,No,No,No,89,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845497,Male,Apartment,26,No,No,No,No,No,No,49,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845497,Male,Home,32,No,No,No,No,No,No,28,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845498,Female,Home,46,No,No,No,No,Yes,No,61,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845498,Unknown,Home,53,No,No,No,No,No,No,99,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845499,Male,PO Box,40,No,No,No,Yes,No,No,97,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845499,Female,Apartment,48,No,No,No,Yes,No,No,65,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845500,Female,Home,33,No,No,No,Yes,No,No,35,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845502,Male,Home,77,No,No,No,No,Yes,No,26,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845503,Male,Home,69,No,No,No,No,Yes,No,35,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845503,Female,PO Box,70,No,No,No,No,No,No,67,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845504,Male,Apartment,41,No,No,No,No,No,No,65,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845504,Male,Apartment,49,No,Yes,No,No,No,No,70,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
WalG845505,Male,Apartment,72,No,No,No,No,No,No,28,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845507,Female,Home,77,No,No,No,No,No,No,70,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845508,Female,Home,65,No,No,No,Yes,No,No,33,No,No,No,Yes,No,No,No,No,No,No,No,No,No
WalG845509,Unknown,Apartment,40,No,No,No,No,No,No,49,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845520,Male,Home,68,No,No,No,No,No,No,30,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845522,Unknown,Home,32,No,No,No,No,No,No,68,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845523,Male,Apartment,29,No,No,No,No,No,No,57,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845523,Female,Apartment,72,No,No,No,No,No,No,69,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845524,Female,Home,37,No,No,No,Yes,No,No,41,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845524,Unknown,Apartment,73,No,No,No,Yes,No,No,72,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845525,Male,Apartment,38,No,No,No,No,Yes,No,100,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845527,Female,Home,38,No,Yes,No,Yes,No,No,75,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
WalG845528,Female,Apartment,34,No,No,Yes,No,No,No,78,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845529,Male,Apartment,71,No,No,Yes,Yes,No,No,58,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845530,Female,Home,48,No,No,No,No,Yes,No,39,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845530,Male,Apartment,58,No,No,No,No,No,No,94,No,No,No,No,Yes,No,No,No,No,No,No,No,No
WalG845532,Female,Home,34,No,No,No,Yes,No,No,85,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845532,Female,Home,60,No,No,No,No,No,No,50,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845533,Female,Home,57,No,No,No,Yes,No,No,75,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845533,Female,Apartment,63,No,No,No,No,No,No,70,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
WalG845533,Male,Home,74,No,No,No,No,No,No,46,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845533,Male,Home,45,No,No,No,No,No,No,81,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845534,Male,Home,31,No,No,No,No,No,No,104,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
WalG845534,Female,Home,66,Yes,No,No,No,No,No,66,No,No,No,No,No,No,Yes,No,No,No,No,No,No
WalG845534,Male,Home,30,Yes,No,No,No,No,No,32,No,No,No,No,No,No,Yes,No,No,No,No,No,No
WalG845534,Male,Home,59,No,No,No,Yes,No,No,34,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845535,Male,Home,44,No,No,No,No,No,No,70,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845535,Unknown,Home,56,No,No,No,Yes,Yes,No,53,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845537,Female,Home,67,No,No,No,No,No,No,40,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845537,Female,PO Box,37,No,No,No,No,No,No,65,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845538,Female,Home,38,No,No,No,No,No,No,69,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845538,Male,Home,58,No,No,No,No,No,No,56,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845538,Unknown,Home,64,No,No,No,No,No,No,101,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845538,Female,Home,24,No,No,No,No,No,No,26,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845538,Female,Apartment,29,No,No,No,No,No,No,86,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845538,Unknown,Home,66,Yes,No,No,Yes,No,No,98,No,No,No,No,No,No,Yes,No,No,No,No,No,No
WalG845539,Female,Apartment,62,No,No,No,No,No,No,73,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845539,Unknown,Apartment,32,No,No,No,No,No,No,53,No,No,No,No,No,No,No,Yes,No,Yes,No,No,No
WalG845540,Female,Apartment,45,No,No,No,No,No,No,40,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845540,Male,Apartment,39,No,No,No,Yes,No,No,33,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845542,Male,PO Box,66,No,No,No,Yes,No,No,44,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845542,Female,Apartment,45,No,No,No,No,No,No,57,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845543,Male,Apartment,34,No,No,No,No,No,No,58,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845543,Female,PO Box,70,No,No,No,Yes,No,No,44,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845543,Female,Apartment,64,No,No,No,No,No,No,76,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845543,Unknown,Apartment,47,No,No,No,No,Yes,No,51,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845545,Male,Home,59,No,No,No,No,Yes,No,30,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No
WalG845545,Male,Home,44,No,No,No,Yes,Yes,No,62,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845547,Male,Home,65,Yes,No,No,No,No,No,94,No,No,No,No,No,No,Yes,No,No,No,No,No,No
WalG845547,Male,Home,62,No,No,No,No,No,No,26,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845548,Male,Apartment,28,No,No,No,No,No,No,47,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845548,Male,Home,47,No,No,No,No,Yes,No,74,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845549,Male,Home,67,No,No,No,No,No,No,82,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845549,Female,Home,69,No,Yes,No,Yes,No,No,92,No,No,No,No,No,No,No,No,No,No,No,Yes,No
WalG845550,Male,Home,76,Yes,No,No,No,No,No,28,No,No,No,No,No,No,Yes,No,No,No,No,No,No
WalG845552,Male,Home,56,No,No,No,No,No,No,100,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845553,Female,Home,57,No,No,No,Yes,No,No,54,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845553,Female,Apartment,47,No,No,No,No,No,No,72,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845554,Female,Home,51,Yes,No,No,No,No,No,53,No,No,No,No,No,No,Yes,No,No,No,Yes,No,No
WalG845554,Male,Home,69,No,No,No,Yes,No,No,67,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845555,Female,Apartment,32,No,No,No,Yes,No,No,44,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845557,Female,Apartment,29,No,No,No,No,No,No,50,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845558,Female,Home,42,No,No,No,No,No,No,39,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845559,Male,Home,66,No,No,No,No,No,No,45,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845570,Female,Apartment,37,No,No,No,Yes,No,No,45,No,No,No,No,No,No,No,No,Yes,No,No,No,No
WalG845572,Female,Home,54,No,No,No,No,Yes,No,104,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845573,Unknown,Home,24,No,No,No,No,No,No,77,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845573,Male,Home,56,No,No,No,No,No,No,90,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845574,Unknown,PO Box,58,No,No,No,No,No,Yes,84,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No
WalG845574,Male,Apartment,38,No,No,No,Yes,Yes,No,71,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845575,Male,Apartment,28,No,No,No,No,No,No,54,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845577,Male,Home,77,No,No,No,No,No,No,27,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845578,Female,Home,75,No,Yes,No,No,Yes,No,80,No,No,No,No,No,No,No,Yes,No,No,Yes,Yes,No
WalG845579,Female,Apartment,44,No,No,No,No,Yes,No,26,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845580,Female,Apartment,29,No,No,No,Yes,No,No,95,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845582,Male,Home,37,No,No,No,No,No,No,100,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845583,Male,Apartment,65,No,No,No,No,Yes,No,52,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845583,Female,Home,68,Yes,Yes,No,No,No,No,96,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No
WalG845584,Male,Apartment,46,No,No,No,No,No,No,88,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845584,Male,Home,51,No,No,No,No,No,No,53,No,No,No,No,Yes,No,No,No,No,No,No,No,No
WalG845585,Female,Apartment,38,No,No,No,No,No,No,75,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845587,Female,Home,38,No,Yes,No,No,No,No,58,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No
WalG845588,Male,Apartment,42,No,No,No,No,No,No,96,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845589,Male,Apartment,27,No,No,No,No,No,No,92,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845590,Female,Apartment,55,No,No,Yes,No,No,No,71,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845592,Male,Apartment,67,No,No,No,Yes,No,No,34,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845593,Male,Apartment,76,No,No,No,No,No,No,42,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845593,Male,Apartment,24,No,Yes,No,No,No,No,71,No,No,No,No,No,No,No,No,No,No,No,Yes,No
WalG845594,Male,Apartment,48,No,No,No,No,No,No,53,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845594,Male,Home,25,No,No,No,No,No,No,44,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845595,Male,Apartment,40,No,No,No,No,No,No,66,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845597,Male,Home,69,No,No,No,No,No,No,56,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845598,Female,Home,54,No,No,No,No,No,No,92,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845599,Male,Home,23,No,No,No,Yes,No,No,99,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No
WalG845700,Male,Apartment,44,No,No,No,No,Yes,No,97,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845702,Female,PO Box,63,No,No,No,No,Yes,No,74,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845703,Male,Home,54,No,No,No,No,Yes,No,35,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845703,Male,Apartment,46,No,No,No,No,No,No,31,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845704,Female,Home,63,No,No,No,No,No,No,35,No,No,No,No,No,No,No,No,Yes,No,No,No,No
WalG845704,Female,Apartment,42,No,No,No,Yes,No,No,73,No,No,No,No,No,No,No,Yes,No,No,No,No,No
WalG845705,Female,Home,29,No,No,No,No,No,No,50,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845707,Male,Home,31,No,No,No,No,No,No,60,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845708,Female,Home,39,No,No,No,No,No,No,73,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845709,Unknown,Apartment,63,No,No,No,No,No,No,51,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845720,Male,Home,62,No,No,No,No,No,No,47,No,No,No,No,No,No,No,No,No,No,Yes,No,No
WalG845722,Female,Apartment,43,No,No,No,Yes,No,Yes,37,No,Yes,No,No,No,No,No,No,No,No,No,No,No
WalG845723,Male,Home,71,No,No,No,No,Yes,No,26,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845723,Unknown,PO Box,24,No,No,No,Yes,Yes,Yes,75,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845724,Unknown,Home,40,No,No,No,No,No,No,100,No,No,No,No,Yes,No,No,No,No,No,No,No,No
WalG845724,Male,Home,26,No,No,No,No,Yes,No,57,No,No,No,No,No,Yes,No,No,No,No,No,No,No
WalG845725,Male,Home,58,No,No,No,No,No,No,96,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845727,Male,Apartment,42,No,No,No,No,No,No,87,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845728,Female,Apartment,26,No,No,No,No,No,No,73,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845729,Male,Home,26,No,No,No,No,Yes,No,62,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845730,Unknown,Home,61,No,No,No,No,No,No,91,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845730,Unknown,Home,53,No,No,No,No,No,No,65,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845732,Female,Home,32,No,No,No,No,No,No,73,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845732,Female,Apartment,59,Yes,Yes,No,Yes,Yes,No,44,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG845733,Male,Apartment,61,Yes,No,No,No,No,No,95,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No
WalG845733,Male,PO Box,59,No,No,No,Yes,No,No,56,No,No,No,No,No,No,No,Yes,No,No,Yes,No,No
WalG845733,Male,Apartment,35,No,Yes,No,No,No,No,39,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No
WalG845733,Female,Home,43,Yes,Yes,No,Yes,Yes,No,102,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG845734,Female,PO Box,70,No,No,No,No,No,No,71,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845734,Male,Apartment,50,No,No,No,No,No,No,54,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845734,Female,Home,71,Yes,Yes,No,Yes,Yes,Yes,86,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG845734,Male,Apartment,54,Yes,Yes,Yes,Yes,Yes,Yes,77,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
WalG845735,Female,Apartment,53,No,No,No,No,No,No,41,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845735,Unknown,Home,71,Yes,Yes,Yes,Yes,Yes,Yes,95,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG845737,Female,Apartment,46,No,No,No,No,No,No,69,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845737,Male,Home,54,No,Yes,Yes,Yes,Yes,No,42,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
WalG845738,Male,Apartment,48,No,No,No,No,No,No,48,No,No,No,No,No,No,No,No,No,No,No,No,No
WalG845738,Female,Home,56,Yes,Yes,Yes,No,Yes,No,70,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG845738,Male,Home,48,No,Yes,Yes,Yes,Yes,Yes,40,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No
WalG845738,Female,Apartment,34,No,No,Yes,Yes,Yes,No,99,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No
WalG845738,Female,Home,62,Yes,Yes,Yes,Yes,Yes,Yes,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
WalG845738,Male,Apartment,36,No,Yes,Yes,Yes,Yes,Yes,73,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No
WalG845739,Female,Home,22,No,No,No,No,No,No,49,No,No,No,No,No,No,No,No,No,Yes,No,No,No
WalG845739,Male,Home,33,Yes,No,Yes,Yes,Yes,Yes,79,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
WalG845740,Male,Home,66,Yes,Yes,Yes,Yes,Yes,Yes,82,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
WalG845740,Female,Apartment,33,Yes,Yes,Yes,Yes,Yes,Yes,29,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
WalG845742,Male,Home,71,Yes,Yes,Yes,Yes,Yes,Yes,33,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
WalG845742,Male,Apartment,27,Yes,Yes,No,Yes,Yes,Yes,76,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No
WalG845743,Male,Home,51,Yes,No,Yes,Yes,Yes,No,29,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No
WalG845743,Male,Apartment,30,Yes,Yes,Yes,Yes,Yes,Yes,52,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No
